ID_100702	Den Klassensprecher will der Lehrer loben. Dieser hat	...die Klasse bei der Projektarbeit gut organisiert.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf den Klassensprecher, der bei der Projektarbeit geholfen hat.
ID_100891	Der Abiturient will den Besucher erschrecken. Er ist	Er ist ein Clown.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Das "Er" bezieht sich auf den Abiturienten, der den Besucher erschrecken will.
ID_100765	Den Jungen will der Babysitter tadeln. Er hat	...sein Zimmer nicht aufgeräumt.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Das "Er" bezieht sich auf den Jungen.
ID_100737	Den Bewerber soll der Manager einstellen. Er hat	Er hat eine sehr gute Ausbildung und Erfahrung im Bereich der Softwareentwicklung.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Das "Er" bezieht sich auf den Bewerber.
ID_100660	Den Angestellten will der Wachmann retten. Der ist	Er ist von einem Auto angefahren worden.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Das "Der" bezieht sich auf "Angestellte".
ID_100688	Den Hausmeister soll der Pförtner benachrichtigen. Der ist	Der ist für die Sicherheit und Ordnung im Gebäude zuständig.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Das "Der" bezieht sich auf "Hausmeister".
ID_100807	Der Doktorand soll den Professor vertreten. Der hat	...eine wichtige Konferenz in Berlin.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Das "Der" bezieht sich auf "Professor".
ID_100758	Den Dozenten will der Student treffen. Er hat	Er hat einen Termin mit dem Dozenten.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Das "Er" bezieht sich auf den Studenten.
ID_100793	Der Schüler will den Direktor begrüßen. Der hat	Der hat einen langen Bart.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Das "Der" bezieht sich auf "Direktor".
ID_100667	Den Maler will der Mieter bezahlen. Der ist	Der ist nicht im Satz, aber ich vermute, es könnte "verschuldet" sein. Wenn Sie einen vollständigen Satz haben, der "Der Maler will, dass der Mieter bezahlt. Der ist..." lautet, wäre eine mögliche Fortsetzung: "Der ist nicht schuld an dem Schaden."	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Das "Der" bezieht sich auf "der Mieter". Es ist ein Demonstrativpronomen, das ein bestimmtes Individuum oder Gegenstand im Kontext des Satzes identifiziert.
