ID_110181	Die Friseurin erzählte den Sonntagswitz dem Neukunden.. Die konnte dabei nicht aufhören, zu lachen. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110169	Die Verkäuferin lieh den Autoschlüssel dem Interessenten.. Der war voller Hoffnung. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110173	Die Arbeitgeberin zeigte den Arbeitsvertrag dem Bewerber.. Diese wirkte dabei sehr sympathisch. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110183	Die Autorin widmete die Novelle dem Verlobten.. Sie war ein Verkaufshit. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110199	Die Chefin garantierte die Gehaltserhöhung dem Angestellten.. Die war nämlich sehr zufrieden. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110166	Die Inhaberin bot den Umzugswagen dem Mitarbeiter an.. Der war geräumig genug für alle Möbel. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110189	Die Gastgeberin organisierte die Hotelsuite dem Redner.. Sie freute sich über den Besuch. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110167	Die Tante leitete den Videoclip dem Neffen weiter.. Dieser zeigte eine Katze und eine Gurke. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110171	Die Vermieterin schickte den Mietvertrag dem Mieter.. Sie hat aber vergessen, zu unterschreiben. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110174	Die Teenagerin verkaufte den Ausweis dem Freund.. Er war gefälscht. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110178	Die Unternehmerin stellte den Kostenplan dem Bankangestellten vor.. Der war dabei sehr konzentriert. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110182	Die Krankenpflegerin wusch den Rücken dem Patienten.. Diese kannte die Routine mittlerweile. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110200	Die Lieferantin reichte die Rechnung dem Floristen.. Diese war sehr gutaussehend. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110176	Die Enkelin malte den Garten dem Großvater.. Dieser enthielt viele bunte Pflanzen. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110177	Die Käuferin schuldete den Kaufpreis dem Händler.. Er war telefonisch nicht erreichbar. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110196	Die Kollegin führte die Prozedur dem Neuen vor.. Der war sehr konzentriert. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110188	Die Anwältin erklärte die Beweislage dem Mandanten.. Dieser war nun perfekt vorbereitet. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110192	Die Hotelmanagerin beschaffte die Massage dem Urlauber.. Sie war sogar ermäßigt. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110175	Die Archäologin präsentierte den Fund dem Museumsdirektor.. Der war sensationell. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110195	Die Diebin entwendete die Handtasche dem Touristen.. Er war danach sehr aggressiv. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110179	Die Mitarbeiterin nahm den Mantel dem Opernsänger ab.. Dieser fand das angemessen. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110191	Die Lieferantin baute die Kommode dem Kunden auf.. Diese war dabei etwas ungeschickt. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110187	Die Betrügerin raubte die Krone dem König.. Der war leider unvorsichtig. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110197	Die Schneiderin nähte die Jacke dem Klienten um.. Dieser investierte viel Geld. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110186	Die Therapeutin gewöhnte die Marotte dem Patienten ab.. Er war sehr dankbar. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_110194	Die Chirurgin besorgte die Stelle dem Arzt.. Diese war sehr abwechslungsreich. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
