ID_101467	Dem Hund ist der Hase entgangen. Der ist	Der ist entweder zu langsam oder der Hase ist zu schnell.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Hase".
ID_102231	Der Hirsch ist dem Jäger aufgefallen. Er wollte	Er wollte dem Hirsch folgen, um ihn zu beobachten und möglicherweise zu fangen.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "der Jäger"
ID_103379	Der Politiker hat dem Journalisten imponiert. Er wollte	Er wollte mehr über die politische Agenda des Politikers erfahren.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf den Journalisten.
ID_101995	Der Musiker hat dem Zuhörer behagt. Der konnte	Der konnte die Musik des Musikers genießen und sich in der Atmosphäre aufhalten.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf den Zuhörer bezieht sich das "Der" im ergänzten Satz.
ID_101475	Dem Hund ist der Hase entgangen. Der ist	Der ist entweder zu langsam oder der Hase ist zu schnell.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Hase".
ID_101827	Der Handwerker hat dem Kunden behagt. Dieser wollte	dass der Handwerker ein spezielles Werkzeug verwendet, um das Projekt sauberer und effizienter abzuschließen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Kunden.
ID_103019	Dem Professor hat der Student gefallen. Dieser hatte	viele gute Ideen für das Projekt vorgeschlagen und war stets bereit, Fragen zu beantworten und Unterstützung zu leisten.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Studenten.
ID_102579	Der Künstler hat dem Zuschauer missfallen. Der ist	Der ist enttäuscht.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf den Künstler.
ID_102007	Der Musiker hat dem Zuhörer behagt. Der konnte	Der konnte die Musik des Musikers genießen und sich in der Atmosphäre aufhalten.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf den Zuhörer bezieht sich das "Der" im ergänzten Satz.
ID_103427	Dem Patienten hat der Arzt imponiert. Er ist	Er ist sehr zufrieden mit der Behandlung.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf den Patienten.
ID_102395	Der Autor ist dem Leser aufgefallen. Dieser konnte	Dieser konnte die Emotionen des Autors spüren, die in der Geschichte widergespiegelt wurden.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Leser.
ID_102447	Dem Feuerwehrmann ist der Brandstifter aufgefallen. Dieser hatte	Dieser hatte eine Flasche Benzin in den Raum geworfen und anschließend Feuer gelegt. Die Flammen schlugen schnell empor und breiteten sich durch den Raum. Die Feuerwehr konnte schnell eintreffen und den Brand löschen, bevor er sich weiter aus	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Brandstifter bezieht sich das "Dieser" im Satz.
ID_102455	Dem Feuerwehrmann ist der Brandstifter aufgefallen. Dieser hatte	Dieser hatte eine Flasche Benzin in den Raum geworfen und anschließend Feuer gelegt. Die Flammen schlugen schnell empor und breiteten sich durch den Raum. Die Feuerwehr konnte schnell eintreffen und den Brand löschen, bevor er sich weiter aus	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Brandstifter bezieht sich das "Dieser" im Satz.
ID_103027	Dem Professor hat der Student gefallen. Dieser hatte	viele gute Ideen für das Projekt vorgeschlagen und war stets bereit, Fragen zu beantworten und Unterstützung zu leisten.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Studenten.
ID_103031	Dem Professor hat der Student gefallen. Dieser hatte	viele gute Ideen für das Projekt vorgeschlagen und war stets bereit, Fragen zu beantworten und Unterstützung zu leisten.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Studenten.
ID_102267	Dem Lehrer ist der Schüler aufgefallen. Er hatte	Er hatte eine Frage gestellt, die den Lehrer in Verlegenheit brachte.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Schüler"
ID_101871	Dem Piloten hat der Reisende behagt. Dieser war	Dieser war ein sehr netter und freundlicher Mensch.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Reisenden.
ID_103431	Dem Patienten hat der Arzt imponiert. Er ist	Er ist sehr zufrieden mit der Behandlung.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf den Patienten.
ID_102407	Der Autor ist dem Leser aufgefallen. Dieser konnte	Dieser konnte die Emotionen des Autors spüren, die in der Geschichte widergespiegelt wurden.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Leser.
ID_102275	Dem Lehrer ist der Schüler aufgefallen. Er hatte	Er hatte eine Frage gestellt, die den Lehrer in Verlegenheit brachte.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Schüler"
ID_102983	Der Sänger hat dem Zuhörer gefallen. Dieser ist	Dieser ist von der Leistung des Sängers beeindruckt.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Zuhörer.
ID_102443	Dem Feuerwehrmann ist der Brandstifter aufgefallen. Dieser hatte	Dieser hatte eine Flasche Benzin in den Raum geworfen und anschließend Feuer gelegt. Die Flammen schlugen schnell empor und breiteten sich durch den Raum. Die Feuerwehr konnte schnell eintreffen und den Brand löschen, bevor er sich weiter aus	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Brandstifter bezieht sich das "Dieser" im Satz.
