ID_107045	Der Hotelmanager beschaffte der Urlauberin die Massage. Er machte danach einen gestressten Eindruck. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	5
ID_106448	Der Autor widmete der Verlobten die Novelle. Er war nämlich sehr dankbar. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	6
ID_106632	Die Eigentümerin vermietete dem Anwohner die Parkfläche. Dieser war froh über den langfristigen Vertrag. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	6 (Der Text klingt sehr normal, er beschreibt eine alltägliche Situation in einer neutralen Art und Weise.)
ID_107587	Der Lieferant reichte der Floristin die Rechnung. Dieser war sehr gutaussehend. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	4 (Die Rechnung kann man nicht gutaussehen, das ist ein Missverständnis. Die Aussage sollte wahrscheinlich lauten: Der Mann war sehr gutaussehend.)
ID_106232	Die Mitarbeiterin nahm der Opernsängerin den Mantel. Dieser war erfreulicherweise aus Kunstpelz. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	6 (Der Text hat eine formale, anspruchsvolle Fasson und verwendet einige ungewöhnliche Wörter wie "erfreulicherweise" und "Kunstpelz", was ihn zu einem eleganten, aber nicht unnormalen Text macht.)
ID_107103	Der Lehrer kündigte der Rektorin die Pensionierung. Der war dabei etwas traurig. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1 (sehr seltsam, da der Lehrer nicht die Rektorin pensioniert, sondern seine eigene Pensionierung ankündigt)
ID_106165	Der Unternehmer stellte der Bankangestellten den Kostenplan. Die war dabei sehr konzentriert. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	6
ID_107559	Der Chef garantierte dem Angestellten die Gehaltserhöhung. Die war längst überfällig. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	6 (Der Text klingt sehr natürlich und hat eine gute grammatische Struktur, die nur leicht durch den weiblichen Artikel bei "Gehaltserhöhung" gestört wird.)
ID_106981	Der Lieferant baute der Kundin die Kommode. Dieser war dabei etwas ungeschickt. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	5
ID_106693	Die Therapeutin gewöhnte dem Patienten die Marotte. Er war sehr dankbar. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	6
