Model	Pronoun	Chi_Square	P_Value
GPT4_t05_comp_Antecedens	Der	3.60854499471887	0.0574833910634684
GPT4_t05_comp_Antecedens	Dieser	7.85414028701355	0.00507044572035254
GPT4_t05_comp_Antecedens	Er	173.279614598459	1.4220175316813e-39
GRAN_8b_t00_comp_Antecedens	Der	0.0665986644884409	0.796355067740337
GRAN_8b_t00_comp_Antecedens	Dieser	40.6874084586062	1.78634539388522e-10
GRAN_8b_t00_comp_Antecedens	Er	172.321877170139	2.30178616832476e-39
GRAN_8b_t02_comp_Antecedens	Der	0.000253457523478561	0.987297935624294
GRAN_8b_t02_comp_Antecedens	Dieser	30.7581474895158	2.92274080627308e-08
GRAN_8b_t02_comp_Antecedens	Er	152.695744400746	4.46444975211443e-35
GRAN_8b_t05_comp_Antecedens	Der	8.4702204762655	0.00361007672341649
GRAN_8b_t05_comp_Antecedens	Dieser	11.2345368722658	0.000802891383470264
GRAN_8b_t05_comp_Antecedens	Er	151.229541378977	9.33723566257907e-35
KFK3_8b_t00_comp_Antecedens	Der	67.4721428571429	2.13685072743436e-16
KFK3_8b_t00_comp_Antecedens	Dieser	1.92307692307692	0.16551785869747
KFK3_8b_t00_comp_Antecedens	Er	153.146135279605	3.55906034802532e-35
KFK3_8b_t02_comp_Antecedens	Der	33.2533288262049	8.09011467614436e-09
KFK3_8b_t02_comp_Antecedens	Dieser	0.459375	0.497916212663509
KFK3_8b_t02_comp_Antecedens	Er	153.146135279605	3.55906034802532e-35
KFK3_8b_t05_comp_Antecedens	Der	83.5795553858232	6.1202753461157e-20
KFK3_8b_t05_comp_Antecedens	Dieser	3.15341219290264	0.0757683690368833
KFK3_8b_t05_comp_Antecedens	Er	151.455041331667	8.33551081187149e-35
Ministral_8b_t00_comp_Antecedens	Der	3.83900469795356	0.0500732372357302
Ministral_8b_t00_comp_Antecedens	Dieser	47.25	6.24859837237356e-12
Ministral_8b_t00_comp_Antecedens	Er	116.418396114036	3.84894928332518e-27
Ministral_8b_t02_comp_Antecedens	Der	9.53466504792417	0.00201626966980932
