ID_100952	Den Angestellten will der Wachmann retten. Dieser ist	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_101104	Der Schüler will den Direktor begrüßen. Dieser hat	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_101016	Den Dieb soll der Verkäufer anzeigen. Er hat	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_100976	Den Hausmeister soll der Pförtner benachrichtigen. Dieser ist	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_100944	Den Sohn will der Vater küssen. Der hat	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
ID_100904	Den Patienten will der Arzt untersuchen. Der hat	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
ID_101112	Der Doktorand soll den Professor vertreten. Dieser hat	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_100992	Den Kameraden will der Soldat überraschen. Dieser ist	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_100960	Den Verletzten muss der Sanitäter tragen. Dieser ist	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_101152	Der Vorgesetzte will den Assistenten suchen. Er hat	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_100936	Den Schauspieler will der Regisseur unterstützen. Der hat	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
ID_101008	Den Ordnungshüter soll der Passant informieren. Er ist	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_101080	Der Abiturient will den Besucher erschrecken. Der ist	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
ID_101136	Der Polizist will den Raser prüfen. Dieser hat	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_101000	Den Chef will der Sekretär stören. Er ist	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_101024	Den Angeklagten will der Anwalt kontrollieren. Er ist	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_101176	Der Pfleger soll den Opa baden. Er hat	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_100928	Den Bewerber soll der Manager einstellen. Der hat	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
ID_100912	Den Jungen will der Babysitter tadeln. Der hat	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
ID_101032	Den Reiseleiter will der Busfahrer wecken. Er ist	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_101072	Der Kellner soll den Gast bedienen. Der ist	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
ID_101184	Der Lehrer will den Klassensprecher loben. Er hat	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_101168	Der Bodyguard will den Star verstecken. Er hat	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_101160	Der Trainer will den Sieger ehren. Er hat	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_101088	Der Samariter soll den Kranken pflegen. Der ist	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
ID_100968	Den Maler will der Mieter bezahlen. Dieser ist	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_101144	Der Auszubildende soll den Buchhalter sehen. Er hat	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_101096	Der Komödiant will den Clown einladen. Dieser hat	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_101056	Der Fahrer will den Anfänger überholen. Der ist	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
ID_101120	Der Journalist soll den Abenteurer fotografieren. Dieser hat	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_101128	Der Ober soll den Koch loben. Dieser hat	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_100984	Den Unruhestifter will der Bäckermeister melden. Dieser ist	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?
ID_101040	Den Politiker will der Künstler zeichnen. Er ist	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?
ID_101064	Der Kunde will den Fachmann aufsuchen. Der ist	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
ID_100920	Den Dozenten will der Student treffen. Der hat	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
ID_101048	Der Steuerberater will den Geschäftsmann warnen. Der ist	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?
