ID_106793	Der Anwalt erklärte der Mandantin die Beweislage. Er/der/dieser war wie immer perfekt vorbereitet.
ID_106397	Der Krankenpfleger wusch der Patientin den Rücken. Sie/die/diese kannte die Routine mittlerweile.
ID_106938	Die Mutter kaufte dem Sohn die Zuckerwatte. Er/der/dieser war umgehend gut gelaunt.
ID_107134	Der Lehrer kündigte dem Rektor die Pensionierung. Sie/die/diese war schon lange geplant.
ID_107591	Die Lieferantin reichte dem Floristen die Rechnung. Er/der/dieser war sehr gutaussehend.
ID_106127	Die Käuferin schuldete der Händlerin den Kaufpreis. Er/der/dieser lag im fünfstelligen Bereich.
ID_106003	Die Archäologin präsentierte der Museumsdirektorin den Fund. Er/der/dieser war sensationell.
ID_107820	Die Vermieterin schickte dem Mieter den Mietvertrag. Sie/die/diese hat aber vergessen, zu unterschreiben.
ID_106655	Der Eigentümer vermietete dem Anwohner die Parkfläche. Sie/die/diese war glücklicherweise schattig.
ID_107067	Die Hotelmanagerin beschaffte dem Urlauber die Massage. Er/der/dieser machte nämlich einen gestressten Eindruck.
ID_105915	Der Teenager verkaufte der Freundin den Ausweis. Sie/die/diese war bereits vorbestraft.
ID_106207	Die Mitarbeiterin nahm dem Opernsänger den Mantel. Sie/die/diese fand das angemessen.
ID_105863	Der Künstler vererbte der Musikerin den Besitz. Sie/die/diese war jetzt sehr reich.
ID_107901	Der Student stahl der Dozentin den Laptop. Sie/die/diese hatte dadurch ernste Schwierigkeiten.
ID_106459	Die Autorin widmete dem Verlobten die Novelle. Er/der/dieser war dafür sehr dankbar.
ID_106065	Die Enkelin malte der Großmutter den Garten. Er/der/dieser enthielt viele bunte Pflanzen.
ID_106607	Der Schüler zeigte dem Sitznachbarn die Formel. Sie/die/diese war ziemlich kompliziert.
ID_107707	Die Verkäuferin lieh dem Interessenten den Autoschlüssel. Sie/die/diese war voller Hoffnung.
ID_107539	Die Chefin garantierte dem Angestellten die Gehaltserhöhung. Er/der/dieser war daraufhin sehr zufrieden.
ID_106745	Der Betrüger raubte der Königin die Krone. Er/der/dieser war allerdings unvorsichtig.
ID_107205	Die Tante leitete der Nichte den Videoclip. Er/der/dieser zeigte eine Katze und eine Gurke.
ID_107252	Der Chirurg besorgte dem Arzt die Stelle. Sie/die/diese war sehr abwechslungsreich.
ID_106728	Der Therapeut gewöhnte dem Patienten die Marotte. Sie/die/diese hatte bereits gefährliche Folgen.
ID_107320	Der Dieb entwendete dem Touristen die Handtasche. Sie/die/diese enthielt alle Wertsachen.
ID_106266	Die Klientin überwies dem Detektiv den Betrag. Sie/die/diese war dabei sehr diskret.
ID_106539	Die Inhaberin bot der Mitarbeiterin den Umzugswagen. Er/der/dieser war geräumig genug für alle Möbel.
ID_107451	Der Regisseur empfahl der Schauspielerin die Fernsehserie. Er/der/dieser sah gern Komödien.
ID_107331	Der Kollege führte der Neuen die Prozedur. Er/der/dieser war dabei sehr sorgfältig.
ID_106337	Der Friseur erzählte der Neukundin den Sonntagswitz. Sie/die/diese konnte danach nicht aufhören, zu lachen.
ID_107405	Der Schneider nähte der Klientin die Jacke. Er/der/dieser investierte viel Mühe.
ID_106149	Die Unternehmerin stellte dem Bankangestellten den Kostenplan. Sie/die/diese war dabei sehr konzentriert.
ID_107001	Die Lieferantin baute dem Kunden die Kommode. Er/der/dieser war nämlich etwas ungeschickt.
ID_107671	Die Türsteherin verweigerte der Besucherin den Zutritt. Er/der/dieser war leider nicht gestattet.
ID_107770	Die Wächterin hat dem Schwager den Geheimcode. Sie/die/diese war nämlich schon betrunken.
ID_106857	Der Gastgeber organisierte der Rednerin die Hotelsuite. Er/der/dieser freute sich über den Besuch.
