ID_100333	Der Student will den Dozenten treffen. Der hat
ID_100338	Der Wachmann will den Angestellten retten. Dieser ist
ID_100303	Den Star will der Bodyguard verstecken. Er hat
ID_100268	Den Abenteurer soll der Journalist fotografieren. Dieser hat
ID_100313	Der Regisseur will den Schauspieler unterstützen. Der hat
ID_100233	Den Kranken soll der Samariter pflegen. Der ist
ID_100258	Den Professor soll der Doktorand vertreten. Dieser hat
ID_100348	Der Bäckermeister will den Unruhestifter melden. Dieser ist
ID_100273	Den Koch soll der Ober loben. Dieser hat
ID_100288	Den Sieger will der Trainer ehren. Er hat
ID_100298	Den Opa soll der Pfleger baden. Er hat
ID_100378	Der Verkäufer soll den Dieb anzeigen. Er ist
ID_100248	Den Clown will der Komödiant einladen. Dieser hat
ID_100373	Der Künstler will den Politiker zeichnen. Er ist
ID_100353	Der Sanitäter muss den Verletzten tragen. Dieser ist
ID_100363	Der Pförtner soll den Hausmeister benachrichtigen. Dieser ist
ID_100383	Der Anwalt will den Angeklagten kontrollieren. Er ist
ID_100243	Den Anfänger will der Fahrer überholen. Der ist
ID_100283	Den Klassensprecher will der Lehrer loben. Er hat
ID_100238	Den Geschäftsmann will der Steuerberater warnen. Der ist
ID_100308	Der Babysitter will den Jungen tadeln. Der hat
ID_100368	Der Sekretär will den Chef stören. Er ist
ID_100388	Der Passant soll den Ordnungshüter informieren. Er ist
ID_100393	Der Busfahrer will den Reiseleiter wecken. Er ist
ID_100253	Den Direktor will der Schüler begrüßen. Dieser hat
ID_100323	Der Manager soll den Bewerber einstellen. Der hat
ID_100228	Den Fachmann will der Kunde aufsuchen. Der ist
ID_100293	Den Buchhalter soll der Auszubildende sehen. Er hat
ID_100223	Den Besucher will der Abiturient erschrecken. Der ist
ID_100328	Der Arzt will den Patienten untersuchen. Der hat
ID_100263	Den Raser will der Polizist prüfen. Dieser hat
ID_100358	Der Soldat will den Kameraden überraschen. Dieser ist
ID_100343	Der Mieter will den Maler bezahlen. Dieser ist
ID_100318	Der Vater will den Sohn küssen. Der hat
ID_100278	Den Assistenten will der Vorgesetzte suchen. Er hat
ID_100218	Den Gast soll der Kellner bedienen. Der ist
