ID_100539	Der Busfahrer will den Reiseleiter wecken. Der ist
ID_100434	Den Buchhalter soll der Auszubildende sehen. Der hat
ID_100399	Den Star will der Bodyguard verstecken. Der hat
ID_100525	Der Anwalt will den Angeklagten kontrollieren. Der ist
ID_100455	Den Fachmann will der Kunde aufsuchen. Dieser ist
ID_100462	Den Kranken soll der Samariter pflegen. Dieser ist
ID_100518	Den Hausmeister soll der Pförtner benachrichtigen. Er ist
ID_100553	Der Verkäufer soll den Dieb anzeigen. Der ist
ID_100504	Den Unruhestifter will der Bäckermeister melden. Er ist
ID_100574	Der Vater will den Sohn küssen. Dieser hat
ID_100637	Der Ober soll den Koch loben. Er hat
ID_100441	Den Besucher will der Abiturient erschrecken. Dieser ist
ID_100427	Den Klassensprecher will der Lehrer loben. Der hat
ID_100413	Den Sieger will der Trainer ehren. Der hat
ID_100588	Der Student will den Dozenten treffen. Dieser hat
ID_100490	Den Maler will der Mieter bezahlen. Er ist
ID_100602	Der Babysitter will den Jungen tadeln. Dieser hat
ID_100448	Den Geschäftsmann will der Steuerberater warnen. Dieser ist
ID_100469	Den Gast soll der Kellner bedienen. Dieser ist
ID_100623	Der Journalist soll den Abenteurer fotografieren. Er hat
ID_100406	Den Opa soll der Pfleger baden. Der hat
ID_100546	Der Passant soll den Ordnungshüter informieren. Der ist
ID_100581	Der Arzt will den Patienten untersuchen. Dieser hat
ID_100609	Der Komödiant will den Clown einladen. Er hat
ID_100476	Den Anfänger will der Fahrer überholen. Dieser ist
ID_100532	Der Sekretär will den Chef stören. Der ist
ID_100483	Den Kameraden will der Soldat überraschen. Er ist
ID_100630	Der Polizist will den Raser prüfen. Er hat
ID_100644	Der Doktorand soll den Professor vertreten. Er hat
ID_100560	Der Künstler will den Politiker zeichnen. Der ist
ID_100595	Der Regisseur will den Schauspieler unterstützen. Dieser hat
ID_100497	Den Angestellten will der Wachmann retten. Er ist
ID_100567	Der Manager soll den Bewerber einstellen. Dieser hat
ID_100420	Den Assistenten will der Vorgesetzte suchen. Der hat
ID_100616	Der Schüler will den Direktor begrüßen. Er hat
ID_100511	Den Verletzten muss der Sanitäter tragen. Er ist
