ID_102096	Der Bewerber hat dem Chef behagt. Der war
ID_102148	Dem Jäger ist der Hirsch aufgefallen. Der wollte
ID_102504	Der Brandstifter ist dem Feuerwehrmann aufgefallen. Dieser hatte
ID_103520	Dem König hat der Ritter imponiert. Er hat
ID_102552	Dem Zuschauer hat der Künstler missfallen. Dieser ist
ID_102368	Dem Leser ist der Autor aufgefallen. Er konnte
ID_101520	Der Hase ist dem Hund entgangen. Der ist
ID_103528	Dem König hat der Ritter imponiert. Er hat
ID_103256	Der Schmied hat dem Reiter gefallen. Der konnte
ID_101792	Dem Kunden hat der Handwerker behagt. Er wollte
ID_101920	Der Reisende hat dem Piloten behagt. Dieser war
ID_102672	Der Autofahrer hat dem Polizisten missfallen. Der war
ID_102728	Dem Butler hat der Gärtner missfallen. Der durfte
ID_103476	Der Arzt hat dem Patienten imponiert. Er ist
ID_102720	Dem Butler hat der Gärtner missfallen. Der durfte
ID_101388	Dem Polizisten ist der Bankräuber entgangen. Dieser hat
ID_101528	Der Hase ist dem Hund entgangen. Der ist
ID_102944	Dem Zuhörer hat der Sänger gefallen. Er ist
ID_102320	Der Schüler ist dem Lehrer aufgefallen. Er hatte
ID_101396	Dem Polizisten ist der Bankräuber entgangen. Dieser hat
ID_103524	Dem König hat der Ritter imponiert. Er hat
ID_101572	Dem Türsteher ist der Eindringling entgangen. Der hatte
ID_102724	Dem Butler hat der Gärtner missfallen. Der durfte
ID_103252	Der Schmied hat dem Reiter gefallen. Der konnte
ID_103644	Der Fußballspieler hat dem Trainer imponiert. Dieser konnte
ID_101964	Dem Zuhörer hat der Musiker behagt. Dieser konnte
ID_101788	Dem Kunden hat der Handwerker behagt. Er wollte
ID_102324	Der Schüler ist dem Lehrer aufgefallen. Er hatte
ID_103244	Der Schmied hat dem Reiter gefallen. Der konnte
ID_103300	Dem Journalisten hat der Politiker imponiert. Der wollte
ID_102328	Der Schüler ist dem Lehrer aufgefallen. Er hatte
ID_103656	Der Fußballspieler hat dem Trainer imponiert. Dieser konnte
ID_101744	Der Jogger ist dem Dieb entgangen. Er ist
ID_101752	Der Jogger ist dem Dieb entgangen. Er ist
ID_103076	Der Student hat dem Professor gefallen. Dieser hatte
ID_102364	Dem Leser ist der Autor aufgefallen. Er konnte
ID_103072	Der Student hat dem Professor gefallen. Dieser hatte
ID_103124	Dem Papst hat der Pilger gefallen. Dieser war
ID_102896	Der Tourist hat dem Hotelier missfallen. Er war
ID_102892	Der Tourist hat dem Hotelier missfallen. Er war
ID_102668	Der Autofahrer hat dem Polizisten missfallen. Der war
ID_102952	Dem Zuhörer hat der Sänger gefallen. Er ist
ID_101516	Der Hase ist dem Hund entgangen. Der ist
ID_103248	Der Schmied hat dem Reiter gefallen. Der konnte
ID_101972	Dem Zuhörer hat der Musiker behagt. Dieser konnte
ID_102104	Der Bewerber hat dem Chef behagt. Der war
ID_101924	Der Reisende hat dem Piloten behagt. Dieser war
ID_101968	Dem Zuhörer hat der Musiker behagt. Dieser konnte
ID_101748	Der Jogger ist dem Dieb entgangen. Er ist
ID_103116	Dem Papst hat der Pilger gefallen. Dieser war
ID_103472	Der Arzt hat dem Patienten imponiert. Er ist
ID_102940	Dem Zuhörer hat der Sänger gefallen. Er ist
ID_102676	Der Autofahrer hat dem Polizisten missfallen. Der war
ID_101576	Dem Türsteher ist der Eindringling entgangen. Der hatte
ID_102680	Der Autofahrer hat dem Polizisten missfallen. Der war
ID_102372	Dem Leser ist der Autor aufgefallen. Er konnte
ID_103652	Der Fußballspieler hat dem Trainer imponiert. Dieser konnte
ID_101392	Dem Polizisten ist der Bankräuber entgangen. Dieser hat
ID_102540	Dem Zuschauer hat der Künstler missfallen. Dieser ist
ID_102376	Dem Leser ist der Autor aufgefallen. Er konnte
ID_102904	Der Tourist hat dem Hotelier missfallen. Er war
ID_102548	Dem Zuschauer hat der Künstler missfallen. Dieser ist
ID_103080	Der Student hat dem Professor gefallen. Dieser hatte
ID_103480	Der Arzt hat dem Patienten imponiert. Er ist
ID_102900	Der Tourist hat dem Hotelier missfallen. Er war
ID_102092	Der Bewerber hat dem Chef behagt. Der war
ID_101524	Der Hase ist dem Hund entgangen. Der ist
ID_103648	Der Fußballspieler hat dem Trainer imponiert. Dieser konnte
ID_101564	Dem Türsteher ist der Eindringling entgangen. Der hatte
ID_103128	Dem Papst hat der Pilger gefallen. Dieser war
