ID_102974	Der Sänger hat dem Zuhörer gefallen. Dieser ist
ID_102794	Der Gärtner hat dem Butler missfallen. Er durfte
ID_101998	Der Musiker hat dem Zuhörer behagt. Der konnte
ID_102402	Der Autor ist dem Leser aufgefallen. Dieser konnte
ID_101642	Der Eindringling ist dem Türsteher entgangen. Er hatte
ID_102002	Der Musiker hat dem Zuhörer behagt. Der konnte
ID_101874	Dem Piloten hat der Reisende behagt. Dieser war
ID_102006	Der Musiker hat dem Zuhörer behagt. Der konnte
ID_101470	Dem Hund ist der Hase entgangen. Der ist
ID_103606	Dem Trainer hat der Fußballspieler imponiert. Dieser konnte
ID_102982	Der Sänger hat dem Zuhörer gefallen. Dieser ist
ID_103374	Der Politiker hat dem Journalisten imponiert. Er wollte
ID_103154	Der Pilger hat dem Papst gefallen. Der war
ID_103030	Dem Professor hat der Student gefallen. Dieser hatte
ID_101822	Der Handwerker hat dem Kunden behagt. Dieser wollte
ID_101702	Dem Dieb ist der Jogger entgangen. Er ist
ID_103022	Dem Professor hat der Student gefallen. Dieser hatte
ID_101994	Der Musiker hat dem Zuhörer behagt. Der konnte
ID_103422	Dem Patienten hat der Arzt imponiert. Er ist
ID_102394	Der Autor ist dem Leser aufgefallen. Dieser konnte
ID_102630	Dem Polizisten hat der Autofahrer missfallen. Der war
ID_103026	Dem Professor hat der Student gefallen. Dieser hatte
ID_102798	Der Gärtner hat dem Butler missfallen. Er durfte
ID_102042	Dem Chef hat der Bewerber behagt. Der war
ID_103198	Dem Reiter hat der Schmied gefallen. Der konnte
ID_102046	Dem Chef hat der Bewerber behagt. Der war
ID_103598	Dem Trainer hat der Fußballspieler imponiert. Dieser konnte
ID_101870	Dem Piloten hat der Reisende behagt. Dieser war
ID_102570	Der Künstler hat dem Zuschauer missfallen. Der ist
ID_102222	Der Hirsch ist dem Jäger aufgefallen. Er wollte
ID_102050	Dem Chef hat der Bewerber behagt. Der war
ID_102854	Dem Hotelier hat der Tourist missfallen. Er war
ID_102846	Dem Hotelier hat der Tourist missfallen. Er war
ID_103594	Dem Trainer hat der Fußballspieler imponiert. Dieser konnte
ID_102582	Der Künstler hat dem Zuschauer missfallen. Der ist
ID_103554	Der Ritter hat dem König imponiert. Dieser hat
ID_102446	Dem Feuerwehrmann ist der Brandstifter aufgefallen. Dieser hatte
ID_102978	Der Sänger hat dem Zuhörer gefallen. Dieser ist
ID_103206	Dem Reiter hat der Schmied gefallen. Der konnte
ID_102450	Dem Feuerwehrmann ist der Brandstifter aufgefallen. Dieser hatte
ID_103202	Dem Reiter hat der Schmied gefallen. Der konnte
ID_102218	Der Hirsch ist dem Jäger aufgefallen. Er wollte
ID_101430	Der Bankräuber ist dem Polizisten entgangen. Der hat
ID_101878	Dem Piloten hat der Reisende behagt. Dieser war
ID_102970	Der Sänger hat dem Zuhörer gefallen. Dieser ist
ID_103602	Dem Trainer hat der Fußballspieler imponiert. Dieser konnte
ID_101866	Dem Piloten hat der Reisende behagt. Dieser war
ID_102278	Dem Lehrer ist der Schüler aufgefallen. Er hatte
ID_102266	Dem Lehrer ist der Schüler aufgefallen. Er hatte
ID_102270	Dem Lehrer ist der Schüler aufgefallen. Er hatte
ID_102442	Dem Feuerwehrmann ist der Brandstifter aufgefallen. Dieser hatte
ID_101818	Der Handwerker hat dem Kunden behagt. Dieser wollte
ID_101418	Der Bankräuber ist dem Polizisten entgangen. Der hat
ID_101646	Der Eindringling ist dem Türsteher entgangen. Er hatte
ID_103418	Dem Patienten hat der Arzt imponiert. Er ist
ID_102578	Der Künstler hat dem Zuschauer missfallen. Der ist
ID_103018	Dem Professor hat der Student gefallen. Dieser hatte
ID_103378	Der Politiker hat dem Journalisten imponiert. Er wollte
