ID_106616	Der Eigentümer vermietete der Anwohnerin die Parkfläche. Er war froh über den langfristigen Vertrag. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text klingt insgesamt verständlich und flüssig, aber es gibt ein paar Kleinigkeiten, die man verbessern könnte. Zum Beispiel ist die Verwendung von "der Eigentümer" und "der Anwohnerin" in diesem Kontext etwas ungewöhnlich, da man normalerweise von "dem Vermieter
ID_106565	Der Schüler zeigte der Sitznachbarin die Formel. Dieser war schon immer sehr nett. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text klingt insgesamt verständlich, aber es gibt einige Formulierungen, die unnatürlich oder ungelenk wirken. Die Verwendung von "zeigte" anstelle von "zeigte ihr" oder "zeigte ihm" ist unüblich und könnte Verwirrung stiften. Auch die
ID_105945	Die Teenagerin verkaufte der Freundin den Ausweis. Der war gefälscht. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	2
ID_106685	Der Therapeut gewöhnte der Patientin die Marotte. Der war sehr bemüht. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text klingt etwas ungewöhnlich, da "gewöhnte" normalerweise nicht im Zusammenhang mit "Marotte" verwendet wird. Es wäre natürlicher zu sagen, dass der Therapeut der Patientin ihre Marotte abgewöhnte. Ansonsten ist der Satz grammatikalisch korrekt und der zusätzliche Satz über
ID_107015	Der Lieferant baute dem Kunden die Kommode. Sie war sehr geräumig. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text klingt insgesamt verständlich, aber es gibt ein paar Kleinigkeiten, die man verbessern könnte. Zum Beispiel ist die Verwendung von "baute" anstelle von "montierte" oder "aufbaute" etwas unüblich in diesem Kontext. Auch die Verwendung von "war" anstelle
ID_107283	Der Dieb entwendete der Touristin die Handtasche. Der war dabei sehr aggressiv. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text liest sich insgesamt verständlich, aber es gibt einige Formulierungen, die unglücklich gewählt sind. Die Verwendung von "Der" als Pronomen für den Dieb und die Touristin ist ungewöhnlich und klingt etwas seltsam. Auch die Formulierung "Der war dabei sehr aggressiv
ID_107100	Der Lehrer kündigte der Rektorin die Pensionierung. Dieser war dabei etwas traurig. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text klingt etwas ungewöhnlich, da die Verwendung von "dieser" als Pronomen für die Rektorin unüblich ist. Eine bessere Formulierung wäre: "Der Lehrer kündigte der Rektorin seine Pensionierung an. Diese war dabei etwas traurig." oder "Der Lehrer
ID_107427	Die Schneiderin nähte dem Klienten die Jacke. Er investierte viel Geld. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text liest sich insgesamt verständlich, aber es gibt ein paar Kleinigkeiten, die man verbessern könnte. Zum Beispiel ist es ungewöhnlich, dass der Klient als "er" bezeichnet wird, ohne dass vorher klar gemacht wurde, um wen es sich handelt. Auch der Satzbau ist etwas holprig
ID_107727	Der Verkäufer lieh der Interessentin den Autoschlüssel. Diese war voller Hoffnung. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text klingt relativ normal, aber es gibt ein paar Dinge, die man verbessern könnte, um ihn natürlicher klingen zu lassen. Zum Beispiel ist die Verwendung von "die Interessentin" etwas förmlich und altmodisch. Es wäre natürlicher zu sagen "die Kundin" oder "
ID_107222	Der Chirurg besorgte der Ärztin die Stelle. Er hatte nämlich nützliche Kontakte. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text klingt etwas seltsam, da normalerweise ein Arzt oder eine Ärztin die Stelle besorgt und nicht ein Chirurg. Es ist auch ungewöhnlich, dass ein Chirurg nützliche Kontakte hat, um einer Ärztin eine Stelle zu besorgen. Daher würde ich den Text mit einer
ID_107072	Der Hotelmanager beschaffte dem Urlauber die Massage. Die war sogar ermäßigt. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text liest sich insgesamt verständlich, aber es gibt einige Formulierungen, die unnatürlich oder unüblich klingen. Zum Beispiel ist es ungewöhnlich, von einer "Massage" als einem weiblichen Substantiv zu sprechen und sie als "die Massage" zu bezeichnen. Es
ID_105877	Die Künstlerin vererbte der Musikerin den Besitz. Der bestand aus Geldwerten und Grundstücken. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text klingt insgesamt verständlich, aber es gibt einige Formulierungen, die etwas ungewöhnlich sind. Die Verwendung von "vererbte" anstelle von "vermachte" oder "verließ" ist etwas unüblich, und die Formulierung "Der bestand aus Geldwerten und Grund
