ID_100959	Den Verletzten muss der Sanitäter tragen. Dieser ist	Von einem Fahrrad gefallen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf den Sanitäter.
ID_100903	Den Patienten will der Arzt untersuchen. Der hat	Die Pupillen weiten sich, wenn der Raum dunkel ist.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Patienten"
ID_101151	Der Vorgesetzte will den Assistenten suchen. Er hat	seinen Computer zu Hause vergessen.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Es bezieht sich auf "den Assistenten".
ID_100991	Den Kameraden will der Soldat überraschen. Dieser ist	auf einen fernen Berg gestiegen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	"Dieser" ist die Sonne.
ID_101071	Der Kellner soll den Gast bedienen. Der ist	von der Polizei verhaftet worden.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Der bezieht sich auf "Gast", das heißt der von der Polizei verhaftet worden ist.
ID_101047	Der Steuerberater will den Geschäftsmann warnen. Der ist	auf Geschäfte mit einem zwielichtigen Anlageberater eingegangen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Geschäftsmann"
ID_101087	Der Samariter soll den Kranken pflegen. Der ist	Der ist wegen einer plötzlichen Krankheit ins Koma gefallen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	"Der" bezieht sich auf "Kranke"
ID_101127	Der Ober soll den Koch loben. Dieser hat	...  die beste Suppe gekocht.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Der Koch"
ID_100935	Den Schauspieler will der Regisseur unterstützen. Der hat	Den hat sich in der letzten Vorstellung wehgetan.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	"Der hat sich in der letzten Vorstellung wehgetan"
ID_101095	Der Komödiant will den Clown einladen. Dieser hat	dieses Theaterstück geschrieben.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Hundeflüsterer". Dieser ist mit dem verstorbenen Hund vertraut.
ID_101103	Der Schüler will den Direktor begrüßen. Dieser hat	Eine neue Stelle als Direktor gefunden und ist jetzt beschäftigt, die Schule umzustrukturieren.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf "Direktor", da in der ursprünglichen Zeile "Dieser hat..." steht.
