ID_102360	Dem Leser ist der Autor aufgefallen. Dieser konnte	Dieser konnte, trotz der schwierigen Lebensumstände, immer wieder mit seiner scharfen Beobachtungsgabe und seinem Talent für die Charakterzeichnung überzeugen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Autor"
ID_103640	Der Fußballspieler hat dem Trainer imponiert. Der konnte	Der konnte die Leistungssteigerung des Spielers nicht verleugnen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Trainer"
ID_101548	Der Hase ist dem Hund entgangen. Er ist	Er ist durch die Hecke geschlüpft.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Hase"
ID_102308	Der Schüler ist dem Lehrer aufgefallen. Dieser hatte	Diese hatte beeindruckende Fähigkeiten im Bereich der Mathematik.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf den Lehrer, da der Satz impliziert, dass es etwas Besonderes an dem Lehrer ist, das ihn für den Schüler auffällig macht. In diesem Fall sind die beeindruckenden Fähigkeiten im
ID_102536	Dem Zuschauer hat der Künstler missfallen. Der ist	Der ist nicht von allen Kritikern positiv aufgenommen worden.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Künstler"
ID_101724	Der Jogger ist dem Dieb entgangen. Dieser ist	Dieser ist an einer Ecke des Parks versteckt gewesen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Dieb"
ID_101552	Der Hase ist dem Hund entgangen. Er ist	Er ist durch die Hecke geschlüpft.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Hase"
ID_102936	Dem Zuhörer hat der Sänger gefallen. Dieser ist	Dieser ist mit seinem emotionalen Gesang berührt worden.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Zuhörer"
ID_103112	Dem Papst hat der Pilger gefallen. Der war	Der war von seiner frommen Hingabe und seinem tiefen Respekt beeindruckt.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Pilger"
ID_101952	Dem Zuhörer hat der Musiker behagt. Der konnte	Den Zuhörern einen unvergesslichen Abend bereiten.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Musiker"
